geo,date,I_official,I_recon,diff,abs_diff
NL,2002-10-01,82.09,82.09306286187358,0.003062861873573297,0.003062861873573297
NL,2002-11-01,81.72,81.72061958512536,0.000619585125363642,0.000619585125363642
NL,2002-12-01,81.58,81.58624169403285,0.006241694032851797,0.006241694032851797
NL,2003-01-01,82.07,82.06386244690292,-0.00613755309707642,0.00613755309707642
NL,2003-02-01,82.65,82.64824402605349,-0.00175597394651561,0.00175597394651561
NL,2003-03-01,83.4,83.39874051184457,-0.0012594881554406356,0.0012594881554406356
NL,2003-04-01,83.48,83.47294244994623,-0.007057550053772843,0.007057550053772843
NL,2003-05-01,83.43,83.42602103880952,-0.0039789611904836875,0.0039789611904836875
NL,2003-06-01,83.04,83.03182004890412,-0.008179951095883098,0.008179951095883098
NL,2003-07-01,82.95,82.94427095719284,-0.005729042807161022,0.005729042807161022
NL,2003-08-01,83.16,83.15627858902897,-0.003721410971024852,0.003721410971024852
NL,2003-09-01,83.85,83.8450466575487,-0.0049533424512873125,0.0049533424512873125
NL,2003-10-01,83.67,83.6686471723993,-0.0013528276006979922,0.0013528276006979922
NL,2003-11-01,83.39,83.38686858773326,-0.0031314122667396305,0.0031314122667396305
NL,2003-12-01,82.87,82.8657261592884,-0.004273840711604748,0.004273840711604748
NL,2004-01-01,83.29,83.29521943984676,0.005219439846754881,0.005219439846754881
NL,2004-02-01,83.77,83.76991450259224,-8.549740775265491e-05,8.549740775265491e-05
NL,2004-03-01,84.45,84.45212357848327,0.0021235784832640547,0.0021235784832640547
NL,2004-04-01,84.74,84.7242601157332,-0.01573988426679307,0.01573988426679307
NL,2004-05-01,84.88,84.84887243091885,-0.031127569081149886,0.031127569081149886
NL,2004-06-01,84.27,84.27581282816637,0.0058128281663698544,0.0058128281663698544
NL,2004-07-01,83.97,83.97392888325383,0.00392888325383467,0.00392888325383467
NL,2004-08-01,84.12,84.12247506799427,0.002475067994268443,0.002475067994268443
NL,2004-09-01,84.83,84.82535190903901,-0.004648090960984064,0.004648090960984064
NL,2004-10-01,84.93,84.93427976331711,0.00427976331710056,0.00427976331710056
NL,2004-11-01,84.62,84.62453093487092,0.0045309348709139385,0.0045309348709139385
NL,2004-12-01,83.92,83.9249067179941,0.00490671799410336,0.00490671799410336
NL,2005-01-01,84.34,84.341934799628,0.0019347996280032476,0.0019347996280032476
NL,2005-02-01,84.99,84.98749573018868,-0.002504269811311133,0.002504269811311133
NL,2005-03-01,85.73,85.73049154637998,0.000491546379976171,0.000491546379976171
NL,2005-04-01,85.83,85.82678900096192,-0.0032109990380746467,0.0032109990380746467
NL,2005-05-01,85.76,85.75854190991731,-0.00145809008269282,0.00145809008269282
NL,2005-06-01,85.48,85.48174787763394,0.0017478776339316937,0.0017478776339316937
NL,2005-07-01,85.2,85.19590293120382,-0.004097068796184544,0.004097068796184544
NL,2005-08-01,85.52,85.51728061668607,-0.0027193833139307344,0.0027193833139307344
NL,2005-09-01,86.23,86.22405369983106,-0.005946300168943708,0.005946300168943708
NL,2005-10-01,86.22,86.2156869125993,-0.004313087400703353,0.004313087400703353
NL,2005-11-01,85.99,85.98785236157532,-0.0021476384246739144,0.0021476384246739144
NL,2005-12-01,85.6,85.59776720301417,-0.0022327969858224606,0.0022327969858224606
NL,2006-01-01,85.81,85.7910267168394,-0.018973283160605092,0.018973283160605092
NL,2006-02-01,86.24,86.22171515701805,-0.01828484298194155,0.01828484298194155
NL,2006-03-01,86.93,86.90937189193426,-0.02062810806575044,0.02062810806575044
NL,2006-04-01,87.34,87.31752127165882,-0.02247872834118425,0.02247872834118425
NL,2006-05-01,87.3,87.28434618952461,-0.015653810475384944,0.015653810475384944
NL,2006-06-01,87.01,86.99057703056124,-0.019422969438764426,0.019422969438764426
NL,2006-07-01,86.71,86.68718051879893,-0.02281948120106847,0.02281948120106847
NL,2006-08-01,87.12,87.10415908752914,-0.015840912470864055,0.015840912470864055
NL,2006-09-01,87.54,87.52140442288739,-0.018595577112620276,0.018595577112620276
NL,2006-10-01,87.39,87.37092758747954,-0.019072412520458215,0.019072412520458215
NL,2006-11-01,87.37,87.34886652503319,-0.021133474966816834,0.021133474966816834
NL,2006-12-01,87.07,87.04756316823104,-0.022436831768956722,0.022436831768956722
NL,2007-01-01,86.86,86.85942824861016,-0.0005717513898417792,0.0005717513898417792
NL,2007-02-01,87.42,87.4235890771128,0.003589077112792438,0.003589077112792438
NL,2007-03-01,88.55,88.5502748909669,0.00027489096690658243,0.00027489096690658243
NL,2007-04-01,89.04,89.04271420582963,0.0027142058296192317,0.0027142058296192317
NL,2007-05-01,89.07,89.0732150155447,0.003215015544711264,0.003215015544711264
NL,2007-06-01,88.61,88.60983306733662,-0.0001669326633759738,0.0001669326633759738
NL,2007-07-01,87.94,87.9451013099042,0.005101309904205209,0.005101309904205209
NL,2007-08-01,88.05,88.05002362728777,2.362728777427492e-05,2.362728777427492e-05
NL,2007-09-01,88.66,88.66179298967404,0.0017929896740440654,0.0017929896740440654
NL,2007-10-01,88.79,88.79697289254183,0.006972892541824649,0.006972892541824649
NL,2007-11-01,88.93,88.93174422280231,0.001744222802301465,0.001744222802301465
NL,2007-12-01,88.45,88.44831979319243,-0.0016802068075776333,0.0016802068075776333
NL,2008-01-01,88.42,88.41893087169531,-0.0010691283046924127,0.0010691283046924127
NL,2008-02-01,89.17,89.17325511626669,0.0032551162666862865,0.0032551162666862865
NL,2008-03-01,90.23,90.23246779995331,0.0024677999533082584,0.0024677999533082584
NL,2008-04-01,90.55,90.55155859371094,0.001558593710939249,0.001558593710939249
NL,2008-05-01,90.92,90.92674273825081,0.006742738250807179,0.006742738250807179
NL,2008-06-01,90.66,90.66225775819935,0.002257758199348814,0.002257758199348814
NL,2008-07-01,90.55,90.55840147839734,0.00840147839734584,0.00840147839734584
NL,2008-08-01,90.67,90.6745797487559,0.004579748755901392,0.004579748755901392
NL,2008-09-01,91.13,91.13579382696426,0.005793826964264781,0.005793826964264781
NL,2008-10-01,90.98,90.98613923073411,0.006139230734106604,0.006139230734106604
NL,2008-11-01,90.61,90.61064472023793,0.0006447202379291639,0.0006447202379291639
NL,2008-12-01,89.91,89.91349195955009,0.0034919595500895184,0.0034919595500895184
NL,2009-01-01,89.95,89.9533334917897,0.0033334917897036576,0.0033334917897036576
NL,2009-02-01,90.83,90.83561079189394,0.005610791893943201,0.005610791893943201
NL,2009-03-01,91.89,91.89275034708845,0.0027503470884511216,0.0027503470884511216
NL,2009-04-01,92.21,92.20879873271227,-0.001201267287726182,0.001201267287726182
NL,2009-05-01,92.31,92.30978079290449,-0.00021920709551181972,0.00021920709551181972
NL,2009-06-01,91.9,91.90012092560241,0.00012092560240262173,0.00012092560240262173
NL,2009-07-01,90.43,90.42918224255192,-0.000817757448089651,0.000817757448089651
NL,2009-08-01,90.61,90.61510173962029,0.005101739620286594,0.005101739620286594
NL,2009-09-01,91.11,91.10720046274507,-0.0027995372549298736,0.0027995372549298736
NL,2009-10-01,91.35,91.34792943994455,-0.0020705600554435932,0.0020705600554435932
NL,2009-11-01,91.21,91.2108750929458,0.0008750929458045675,0.0008750929458045675
NL,2009-12-01,90.56,90.55823950804701,-0.001760491952992993,0.001760491952992993
NL,2010-01-01,90.3,90.30145488867387,0.0014548886738765532,0.0014548886738765532
NL,2010-02-01,91.15,91.14675235281864,-0.003247647181368052,0.003247647181368052
NL,2010-03-01,92.49,92.48690944858126,-0.003090551418736709,0.003090551418736709
NL,2010-04-01,92.81,92.80543476628951,-0.004565233710493999,0.004565233710493999
NL,2010-05-01,92.72,92.72304634493162,0.0030463449316187052,0.0030463449316187052
NL,2010-06-01,92.11,92.11084451594802,0.000844515948017488,0.000844515948017488
NL,2010-07-01,91.57,91.57530856111266,0.005308561112670418,0.005308561112670418
NL,2010-08-01,91.7,91.70168135824721,0.001681358247211051,0.001681358247211051
NL,2010-09-01,92.39,92.39268005098583,0.002680050985830462,0.002680050985830462
NL,2010-10-01,92.61,92.6084810739785,-0.0015189260215038303,0.0015189260215038303
NL,2010-11-01,92.47,92.4717881698579,0.001788169857903199,0.001788169857903199
NL,2010-12-01,92.23,92.2277864702846,-0.002213529715405116,0.002213529715405116
NL,2011-01-01,92.01,92.01676144300079,0.006761443000783629,0.006761443000783629
NL,2011-02-01,92.93,92.93833576532721,0.008335765327203148,0.008335765327203148
NL,2011-03-01,94.2,94.20056524330073,0.0005652433007270474,0.0005652433007270474
